flight_number,airline,source_cityid,destination_cityid
781,AirAsia India,140,217
668,TestIndigo,279,13
127,SpiceJet,140,1019
2698,TestIndigo,120,120
820,Vistara,82,140
112,GoAir,140,82
276,SpiceJet,217,217
596,Air India,1157,120
172,Jet Airways,192,140
961,TestIndigo,283,458
6558,TestIndigo,120,120
495,TestIndigo,120,116
895,TestIndigo,13,192
2541,GoAir,702,140
496,TestIndigo,207,207
567,TestIndigo,458,53
748,SpiceJet,82,82
630,AirAsia India,102,458
705,GoAir,458,771
873,GoAir,82,82
320,GoAir,82,458
251,TestIndigo,140,192
578,SpiceJet,252,283
839,Vistara,140,120
111,GoAir,325,13
6892,TestIndigo,102,82
927,SpiceJet,82,13
769,Air India,283,140
752,SpiceJet,283,207
6955,TestIndigo,283,192
2624,SpiceJet,101,140
6226,TestIndigo,1179,120
445,Air India,116,140
559,GoAir,325,207
723,TestIndigo,116,283
510,Air India,279,120
913,SpiceJet,140,13
7296,TestIndigo,13,210
855,GoAir,192,283
884,Vistara,279,140
681,Jet Airways,458,325
6480,SpiceJet,458,192
353,TestIndigo,207,283
6371,SpiceJet,458,31
743,Air India,283,11
619,GoAir,251,207
2724,TestIndigo,635,140
346,Jet Airways,458,140
3177,TestIndigo,458,82
223,TestIndigo,140,120
8157,TestIndigo,1179,458
769,Jet Airways,217,140
2458,TestIndigo,140,82
605,SpiceJet,120,120
711,GoAir,1157,13
925,TestIndigo,635,120
211,TestIndigo,82,101
397,TestIndigo,120,279
807,TestIndigo,82,210
194,TruJet,1179,207
318,GoAir,140,458
151,TestIndigo,140,31
6957,TestIndigo,140,458
8912,SpiceJet,13,140
984,TestIndigo,13,458
3690,SpiceJet,1179,82
789,TestIndigo,120,102
2887,AirAsia India,210,82
7326,TestIndigo,209,192
709,TestIndigo,279,82
421,SpiceJet,207,207
5394,TestIndigo,458,207
2199,TestIndigo,1070,140
419,Air India,140,1019
191,TestIndigo,140,140
5311,TestIndigo,458,138
689,Jet Airways,235,140
383,GoAir,120,82
693,Vistara,140,31
765,Vistara,120,688
245,TestIndigo,283,210
6144,TestIndigo,82,82
348,TestIndigo,82,82
787,GoAir,207,116
539,GoAir,13,192
455,AirAsia India,702,120
9818,Jet Airways,998,140
740,Jet Airways,120,140
6141,TestIndigo,82,283
641,TestIndigo,82,217
5337,TestIndigo,151,140
1825,AirAsia India,116,82
290,SpiceJet,138,140
303,GoAir,120,120
2586,TestIndigo,140,998
6906,TestIndigo,192,140
6430,SpiceJet,252,458
6313,TestIndigo,131,120
101,TruJet,207,1091
331,Jet Airways,458,140
665,Jet Airways,140,116
453,Air India,140,31
143,TruJet,207,735
533,TestIndigo,458,102
557,AirAsia India,120,283
992,TestIndigo,82,13
254,GoAir,1157,140
1628,AirAsia India,82,31
796,Jet Airways,325,702
605,AirAsia India,140,140
851,Vistara,458,82
978,TestIndigo,82,1114
512,Air India,140,120
149,TestIndigo,82,207
863,GoAir,120,82
145,Jet Airways,210,217
2211,TestIndigo,140,102
312,TestIndigo,82,82
813,Vistara,140,82
6776,TestIndigo,207,131
529,TestIndigo,82,283
6787,TestIndigo,635,458
2587,TestIndigo,998,140
534,Air India,13,140
283,GoAir,82,487
636,SpiceJet,13,458
436,TestIndigo,140,82
550,Air India,688,120
516,SpiceJet,82,82
584,GoAir,998,13
472,Jet Airways,283,458
2328,SpiceJet,138,140
931,Vistara,140,13
1826,AirAsia India,82,116
563,GoAir,116,13
612,Air India,217,458
982,TestIndigo,207,325
811,Vistara,140,82
2841,SpiceJet,120,283
536,TruJet,237,120
407,SpiceJet,207,207
610,Air India,82,458
6237,SpiceJet,217,458
3753,SpiceJet,82,1170
8251,SpiceJet,140,283
702,TestIndigo,82,210
1727,AirAsia India,279,82
974,Jet Airways,1114,458
993,GoAir,13,120
792,TestIndigo,635,140
3178,TestIndigo,279,283
2601,GoAir,458,487
685,Air India,458,31
6769,TestIndigo,140,702
719,Vistara,140,283
338,GoAir,140,458
6843,TestIndigo,120,207
542,GoAir,207,283
7228,TestIndigo,82,120
956,TestIndigo,458,140
359,TestIndigo,140,140
2772,TestIndigo,1179,140
216,GoAir,210,217
7318,TestIndigo,138,325
691,Jet Airways,458,53
1762,GoAir,102,102
410,GoAir,279,82
6427,TestIndigo,120,82
704,Vistara,192,140
6912,TestIndigo,82,487
7178,TestIndigo,251,207
516,AirAsia India,207,210
8055,TestIndigo,53,82
770,GoAir,82,140
623,TestIndigo,283,192
817,Vistara,140,82
2467,AirAsia India,82,210
968,Jetlite,730,458
3741,SpiceJet,82,192
688,Jet Airways,140,235
874,Jet Airways,120,82
5448,TestIndigo,458,140
7174,TestIndigo,279,82
6928,TestIndigo,192,635
875,Jet Airways,82,120
902,Jet Airways,283,140
252,GoAir,210,140
6722,AirAsia India,82,140
6597,TestIndigo,458,102
2486,TestIndigo,140,140
724,TestIndigo,635,140
528,SpiceJet,1157,82
497,GoAir,458,325
2602,GoAir,487,458
325,AirAsia India,458,279
798,Vistara,730,140
104,TruJet,1091,207
6388,TestIndigo,82,325
1423,GoAir,120,13
737,AirAsia India,82,140
895,GoAir,702,82
251,GoAir,140,210
705,TestIndigo,210,82
814,Vistara,82,140
746,Jet Airways,140,730
6536,TestIndigo,1157,13
559,TestIndigo,223,223
855,TestIndigo,82,207
7157,TestIndigo,339,207
6068,TestIndigo,207,102
6916,TestIndigo,207,82
695,Air India,458,1157
7262,TestIndigo,13,210
8623,SpiceJet,140,101
809,Vistara,140,82
659,Jet Airways,82,192
437,SpiceJet,458,1070
1526,AirAsia India,279,207
518,GoAir,82,207
867,TestIndigo,210,140
375,TestIndigo,102,102
2425,TestIndigo,325,140
6216,TestIndigo,207,120
5347,TestIndigo,53,458
409,Air India,140,635
5318,TestIndigo,325,458
625,TestIndigo,140,13
8209,SpiceJet,140,207
6275,TestIndigo,120,23
474,TestIndigo,283,82
319,Jet Airways,1148,82
325,SpiceJet,120,13
6797,TestIndigo,192,207
3021,SpiceJet,120,131
758,AirAsia India,140,13
6448,TestIndigo,458,140
3016,SpiceJet,82,279
3463,SpiceJet,82,101
482,Air India,101,101
841,TestIndigo,458,140
576,TestIndigo,223,223
144,TruJet,735,207
153,TestIndigo,13,13
6965,TestIndigo,82,82
323,TestIndigo,458,120
6098,TestIndigo,140,217
8011,TestIndigo,31,140
729,Jet Airways,140,235
174,TestIndigo,120,131
2228,TestIndigo,82,140
6574,TestIndigo,702,120
3524,Jet Airways,325,116
678,TestIndigo,82,82
506,GoAir,207,207
998,TestIndigo,120,207
7147,TestIndigo,120,1085
1063,SpiceJet,82,82
7974,TestIndigo,82,251
128,TestIndigo,458,82
870,Vistara,207,140
1076,SpiceJet,279,120
8054,TestIndigo,82,53
735,Jet Airways,730,140
3721,SpiceJet,101,101
445,AirAsia India,120,210
866,Air India,140,140
306,TestIndigo,325,140
442,Air India,53,53
594,Air India,13,120
832,Jet Airways,140,120
630,Air India,487,458
462,SpiceJet,635,120
182,TestIndigo,102,120
336,Jet Airways,140,458
766,SpiceJet,82,283
6331,TestIndigo,458,13
8969,SpiceJet,53,140
394,GoAir,283,283
778,TestIndigo,279,120
6724,TestIndigo,82,120
878,Vistara,207,458
445,SpiceJet,120,192
2065,TestIndigo,82,140
2807,SpiceJet,283,1179
782,GoAir,13,217
938,Jet Airways,1179,458
633,Jet Airways,140,138
991,TestIndigo,138,140
797,Jet Airways,702,325
904,Jet Airways,283,140
766,AirAsia India,120,140
897,Jetlite,458,101
649,Air India,458,31
3709,Air India,283,688
7738,TestIndigo,13,730
5384,TestIndigo,458,207
843,GoAir,82,116
554,AirAsia India,116,140
950,Jet Airways,120,210
836,TestIndigo,702,325
136,TestIndigo,140,53
316,Jet Airways,140,458
698,Air India,635,458
981,Jet Airways,702,283
543,AirAsia India,82,102
669,Jet Airways,140,192
463,AirAsia India,120,279
7934,TestIndigo,152,151
418,Jet Airways,458,217
7171,TestIndigo,82,339
6613,TestIndigo,140,140
6329,TestIndigo,207,458
861,TestIndigo,140,11
152,SpiceJet,140,140
3707,Air India,283,688
2017,TestIndigo,140,212
823,Jet Airways,140,82
173,TruJet,13,210
545,Air India,120,207
6287,TestIndigo,82,702
985,Vistara,140,458
176,SpiceJet,207,13
607,Air India,458,82
7273,TestIndigo,120,279
907,TestIndigo,458,120
302,GoAir,120,120
672,Air India,120,120
1801,GoAir,82,487
503,TestIndigo,82,730
897,TestIndigo,82,82
757,Vistara,458,283
784,AirAsia India,192,140
983,TestIndigo,101,458
2676,AirAsia India,283,82
711,Vistara,82,102
7931,TestIndigo,101,12
8190,SpiceJet,702,140
2716,TestIndigo,82,140
374,SpiceJet,283,252
255,SpiceJet,458,635
356,Jet Airways,140,458
3073,SpiceJet,82,82
308,Jet Airways,140,458
188,TestIndigo,120,120
3732,SpiceJet,193,193
616,Jet Airways,283,458
833,TestIndigo,11,192
7207,TestIndigo,1170,120
481,AirAsia India,140,116
523,Air India,82,217
1802,GoAir,82,82
7718,TestIndigo,635,283
822,Air India,223,140
1629,AirAsia India,31,82
775,Jet Airways,702,82
851,GoAir,140,192
6255,TestIndigo,120,116
6710,SpiceJet,458,140
624,Air India,140,458
552,TestIndigo,140,120
334,TestIndigo,102,82
784,SpiceJet,192,458
2503,GoAir,771,458
146,Jet Airways,217,210
464,GoAir,325,458
371,Jet Airways,702,140
422,Air India,210,140
2501,GoAir,140,458
569,GoAir,13,13
774,TestIndigo,140,487
8393,SpiceJet,283,140
5029,TestIndigo,1019,140
3462,SpiceJet,138,31
485,Air India,140,688
374,AirAsia India,458,210
376,TestIndigo,116,31
2102,GoAir,283,1019
2505,GoAir,13,458
268,GoAir,140,207
351,GoAir,458,635
801,GoAir,82,13
577,TestIndigo,325,138
780,Jet Airways,120,82
963,Jet Airways,140,283
107,GoAir,116,116
463,SpiceJet,120,101
787,Vistara,140,102
126,TestIndigo,82,458
289,GoAir,223,223
5331,TestIndigo,82,458
786,AirAsia India,192,140
323,Jetlite,140,13
658,Jet Airways,487,140
637,Air India,140,210
6426,SpiceJet,458,283
765,GoAir,140,140
828,Vistara,120,458
498,Jet Airways,458,82
790,GoAir,1179,207
443,SpiceJet,688,120
7721,TestIndigo,1157,283
168,Jet Airways,1114,140
459,Jet Airways,458,116
1725,AirAsia India,207,82
671,Air India,120,120
838,Vistara,120,140
747,Jet Airways,140,217
307,Jet Airways,458,140
398,Jet Airways,746,458
6184,TestIndigo,771,140
1127,AirAsia India,82,279
811,GoAir,487,82
274,SpiceJet,283,702
368,TestIndigo,82,102
6494,TestIndigo,140,635
928,Jet Airways,101,140
837,TestIndigo,140,140
499,TestIndigo,140,82
157,TestIndigo,13,82
6328,TestIndigo,458,207
430,Air India,120,140
5025,TestIndigo,140,11
892,Air India,192,140
355,AirAsia India,207,82
530,SpiceJet,120,702
8718,SpiceJet,82,140
277,SpiceJet,283,120
561,Air India,82,771
945,Vistara,140,458
242,SpiceJet,13,283
1267,SpiceJet,101,82
813,GoAir,82,102
7923,TestIndigo,735,1179
131,TestIndigo,82,131
3425,SpiceJet,82,120
279,SpiceJet,217,217
654,Jet Airways,140,487
952,TestIndigo,82,283
3492,TestIndigo,13,140
269,GoAir,207,140
863,Vistara,458,82
135,TestIndigo,13,13
817,GoAir,116,140
2471,SpiceJet,140,138
690,Jet Airways,140,13
1712,GoAir,771,120
601,TestIndigo,140,207
3869,TestIndigo,102,82
391,GoAir,458,140
258,TestIndigo,82,82
675,TestIndigo,458,120
704,GoAir,217,217
7175,TestIndigo,339,279
159,SpiceJet,140,458
282,SpiceJet,458,279
3612,TestIndigo,140,140
438,Air India,101,140
751,TruJet,13,210
