train_no,station_code,seq
18425,SBP,13
69145,GDA,13
11702,JBP,16
19326,NZM,12
56651,OTP,8
69101,ANND,8
12781,PUNE,16
15658,SNT,28
12904,SRE,9
64080,NDLS,1
14055,BGP,42
12376,BZA,21
97334,TNA,1
12176,DHN,27
98045,PNVL,2
12073,SORO,5
22478,JU,12
22828,PURI,18
22866,DNKL,5
12308,CNB,13
16360,BZA,26
19314,BSB,4
11021,TTR,25
95722,DR,6
56925,TK,7
12253,BBS,16
12604,NLR,17
12846,BZA,11
12670,WL,19
12645,TUP,6
22663,ADI,18
55324,KPV,3
98213,PNVL,2
16502,AKV,23
64201,LKO,1
12822,PURI,1
53044,BARH,9
19167,RTM,10
12332,MB,10
12916,GGN,3
15601,CNB,13
19167,BSB,57
40404,MSB,2
58001,SORO,44
59721,HNS,40
12646,TCR,26
40135,MSB,1
12948,ANND,17
15098,SPJ,25
17480,OGL,12
19223,KKP,30
95705,TNA,7
12631,TMV,5
64210,CNB,1
69149,DRD,8
6001,TPJ,6
12479,ANND,12
12723,NDLS,18
19167,SFY,16
14511,HPU,23
43823,AJJ,12
12517,KOAA,1
12615,PAR,20
12771,SC,1
22934,ST,12
12342,ASN,1
40338,TBM,1
56389,KTYM,10
12895,BBS,7
95704,DR,7
14805,BME,38
12833,NGP,32
13009,DHN,11
95134,KYN,7
40129,MSB,1
54325,CNB,30
12656,BRC,38
12733,SAP,14
1655,PPI,10
12108,TNA,10
22443,SWM,11
97412,TNA,1
12926,BRC,32
17479,TNKU,46
76835,KRR,18
12771,ZN,2
19301,YPR,32
12616,CLX,36
12979,BDTS,1
59046,VAPI,5
97107,TNA,10
19168,LKO,13
12229,LKO,1
14864,AF,21
22992,BDTS,12
12645,WL,17
12409,GWL,32
58415,BBS,8
12759,OGL,7
15097,BGP,1
11087,PUNE,26
19325,GWL,8
22686,ASK,16
69169,VYA,11
13005,LKO,34
13167,ASN,2
11098,KGQ,11
64213,ON,10
15011,AMRO,6
19019,RMA,52
19312,GDA,8
22954,ADI,1
12925,JRC,39
18426,DURG,1
22182,NZM,1
11408,CNB,2
51754,SDL,15
11014,HUP,11
12192,NZM,23
12622,BZA,10
16557,MYS,1
54414,RE,1
14806,BRC,21
97091,DR,8
12663,MS,16
12955,RMA,15
17405,BZA,23
11059,LTT,1
98192,PNVL,1
74002,DLI,18
22202,PURI,1
56036,TEN,1
69167,BSR,9
12420,NDLS,1
12939,JP,13
68750,NGE,9
12213,YPR,1
14634,ASR,7
64019,FDB,5
69173,VR,1
74671,PTK,17
11013,LTT,1
11074,MAS,1
19422,BRC,25
63226,PNBE,39
12655,BRC,4
18609,RNC,1
22683,KCG,11
12770,KRY,11
15645,LTT,1
97397,DR,8
54411,NDLS,21
97120,DR,17
12178,MTJ,1
14805,VAPI,15
12221,NGP,5
15646,TNA,47
12617,ERS,1
14042,DSA,18
6542,PVR,1
12896,HWH,11
40331,TBM,18
59812,NBH,57
74025,DSA,2
12283,RN,5
64557,DSA,2
6006,CBE,6
12960,BSR,18
97017,DR,8
12265,LDH,2
12713,BZA,1
18242,BYT,26
19046,AMH,7
12980,PLG,14
22888,KJM,2
12931,ADI,11
16853,TMV,5
50103,RN,38
15116,DSA,2
11092,KJT,3
19034,ND,5
19115,AKV,10
12225,LJN,10
12647,MBNR,14
12393,RJPB,1
51701,REWA,26
54005,BNW,23
19326,ASR,1
40157,MS,4
11074,KYN,16
11072,ALD,5
12960,PNU,11
22630,TUP,8
19016,DDR,61
22941,JAT,16
40103,MSB,1
93034,VR,9
19707,BVI,3
12871,JGM,3
12968,PAR,19
97087,DR,1
12846,CHE,16
18449,PURI,1
19313,PNBE,16
40083,MS,4
19061,RMA,11
97020,KYN,1
12331,BSB,17
19224,MSH,58
59811,AF,71
12459,SNP,2
40387,MS,4
11097,TCR,30
12420,ETW,9
8627,BQA,5
14634,PTK,1
19326,SVPI,18
59549,BRC,1
74671,ASR,1
13049,HWH,1
12036,AF,1
12339,HWH,1
12953,RTM,9
12980,BL,12
56238,SBC,1
40043,MSB,1
11036,STR,22
12864,HWH,36
19201,AKV,18
12434,GWL,3
22451,ST,3
11098,KAWR,20
16058,TPTY,1
19022,VAPI,20
12026,WADI,5
12549,JRC,16
12975,SWM,40
17625,KCG,1
22953,BCT,1
40004,MSB,18
40386,TBM,1
56652,CAN,1
6542,TK,13
97150,KYN,1
98033,PNVL,2
11097,CAN,25
95726,DR,6
51435,STR,19
64255,AMS,3
13005,JRC,54
11091,BL,16
15097,CPR,11
12829,BBS,21
12840,CHE,20
12918,NZM,1
18612,SSM,8
56261,MLO,35
22942,JAT,1
12614,MYA,3
12802,CTC,28
54471,DSA,2
12785,HUP,11
12944,ORAI,2
14646,MTC,23
55321,KPV,9
63551,ASN,1
12549,BYT,3
14863,CNB,8
22691,NGP,11
12970,PAR,19
11097,ERN,32
12357,BSB,8
22685,ASK,3
97063,KYN,17
97152,TNA,8
7149,KNE,26
15160,PLP,32
13133,PWS,59
15657,KNE,16
54341,RK,6
12163,PUNE,4
22644,PNC,2
11018,YA,16
12248,BDTS,7
12479,JU,1
12759,MAS,1
22110,LTT,9
67263,OGL,27
15929,BAM,9
19201,VAPI,15
69149,BH,41
12037,SAG,5
3102,PURI,1
11077,BHS,23
12085,DBRG,10
12765,AMI,24
13010,SAN,22
22444,BDTS,1
58223,MDGR,1
66612,ERS,1
12837,BBS,9
13131,RJPB,43
13063,BLGT,12
56663,TIR,15
99030,PNVL,1
14055,PNBE,49
12179,ETW,9
40156,MSB,2
19420,AJJ,25
16570,YNK,14
19301,SJP,6
64084,NZM,4
64470,NDLS,19
13134,BSB,1
17064,NZB,7
19325,FDB,12
95909,TNA,6
22454,RMU,5
82631,SA,5
16175,TMV,5
54611,GSP,10
12653,TPTN,12
18464,TDD,25
19020,DDN,1
54464,PRI,8
56663,CLT,22
15646,STA,33
95124,KYN,7
12122,NZM,1
12231,SRE,12
19115,VAPI,4
19715,JP,1
6548,ERS,1
14309,ASKN,9
12628,SBC,35
12839,NLR,33
11091,NVS,15
13009,MB,67
22883,NRT,17
98055,PNVL,2
56504,NRT,12
64212,CNB,1
14731,NBA,16
57652,MRGA,28
18463,BNC,46
22909,BRC,3
12254,OGL,22
97407,TNA,17
12925,MTJ,24
99021,TNA,1
12194,PPI,4
12917,RTM,7
17626,RAL,1
57518,BMT,14
40097,MSB,1
15011,RK,15
22883,EE,14
12940,SWM,4
22882,PUNE,14
51317,SVJR,18
22684,ALD,5
97111,TNA,17
12263,BRC,4
11205,KYN,2
56711,KIK,1
77678,MRGA,1
12610,SBC,1
17015,TNKU,28
74983,KKP,1
95743,TNA,10
12863,YPR,35
19020,BL,87
19308,MTJ,7
54834,JP,41
12077,OGL,6
14310,MRA,16
56503,BZA,78
12615,CLX,5
22828,DURG,6
54075,SPC,1
74676,PTK,1
11088,PUNE,1
99027,PNVL,2
12380,LDH,4
22191,PPI,15
97057,TNA,17
95738,TNA,8
12130,MKU,22
19404,GGN,9
12953,BVI,3
99040,PNVL,1
19034,NVS,23
95730,KYN,1
12317,ASR,23
12616,PAR,20
22967,ADI,1
55323,RMR,6
12932,VAPI,9
56002,AJJ,1
58416,PURI,1
11077,SNP,43
11102,VAPI,17
19414,ADI,37
12303,PNC,14
14212,AGC,18
59045,PLG,10
18211,JDB,15
22909,PURI,24
40020,TBM,1
12952,BRC,5
97049,DR,8
97068,DR,17
12419,LKO,1
18406,ADI,1
73911,SGG,1
93105,VR,1
97002,DR,17
69146,ANND,13
95719,TNA,6
12953,NZM,13
19020,PLG,89
55310,RMR,1
12375,OGL,5
74907,JAT,1
40002,TBM,1
13168,KOAA,22
69105,ADI,13
14511,SRE,29
95715,TNA,7
8628,BQA,9
12721,LAR,36
12392,PNC,23
22691,ATP,4
12801,ALD,28
22827,BLGR,9
11205,NZB,20
40323,MS,4
12650,KCG,6
64206,ON,4
12464,DEC,7
12009,VAPI,3
22934,BH,11
16093,OGL,9
12336,JMP,35
40026,MS,15
56926,TK,1
12968,UJN,10
12732,KRY,10
12918,RTM,4
18241,BYT,7
20818,CTC,12
22991,BVI,2
16187,PTJ,18
17406,CLX,46
40100,MSB,2
22915,BRC,6
64019,OKA,7
54474,MDNR,14
40098,MSB,2
54252,RK,6
69111,AKV,10
12845,BNC,21
12309,PNBE,2
15930,NLR,49
19020,NVS,85
16508,PNU,37
12247,BRC,3
19108,FDK,8
22629,KAWR,10
51421,NZB,83
22936,BVI,11
64084,NDLS,1
22971,JBP,10
59039,VR,1
18426,PURI,28
54833,HNS,39
12284,ERS,11
15056,IDH,20
67298,CLX,15
97439,TNA,17
15904,SPJ,15
12765,GWD,10
16508,BSR,25
22452,KUN,3
19034,BL,27
19407,LKO,17
18405,MSMD,19
40010,MSB,18
51902,AGC,32
56238,MYS,21
11447,GMIA,30
19202,PUNE,22
22944,KYN,13
12327,BSB,13
12085,GHY,1
12893,SBP,11
40379,TBM,18
97127,TNA,17
14723,BNW,31
19019,MTJ,71
22936,SGD,3
95706,KYN,1
64255,LJN,1
98135,PNVL,2
12320,ASN,9
12970,UJN,10
14863,BSB,1
54413,PM,5
93027,DDR,1
12308,ETW,12
97048,KYN,1
11091,ND,10
40392,TBM,1
54420,DLI,18
11203,MLGH,18
14258,LKO,18
40336,TBM,1
40344,MSB,6
97083,DR,8
22884,BAM,25
30452,SDAH,1
51402,RRI,13
18312,SBP,37
97379,TNA,17
13202,LTT,1
14801,NBH,27
12319,CPA,8
40068,TBM,1
12975,SGZ,37
97142,DR,17
74984,FKA,1
43553,TRT,3
15112,BCY,1
19407,SLN,19
22912,BHS,29
57689,KCG,12
7604,GWD,11
12816,BBS,27
15008,LC,2
22684,GWD,23
12834,BYT,20
15630,ASN,22
64012,DSB,5
95732,DR,11
97031,KYN,24
97423,DR,8
99033,PNVL,2
12019,DHN,5
19201,PBR,29
22451,ANND,6
95136,KJT,1
12734,CLX,14
54601,JRC,26
79429,ANND,1
12917,NZM,10
56603,MAHE,35
12393,NDLS,5
69172,ST,12
40418,MSB,6
97306,TNA,1
93011,DRD,2
40376,TBM,1
54803,UJA,47
22884,BZA,13
97155,KYN,17
12510,MAS,34
13155,SPJ,13
17625,SAP,11
12975,MYS,1
54603,MET,22
12328,SLN,7
12816,BQA,18
12915,JP,10
12278,BBS,2
12618,GWL,6
99042,PNVL,1
11013,SBC,26
22860,OGL,6
9004,BDTS,5
59024,VR,18
12881,HWH,1
95742,KYN,1
12677,ERS,14
22955,AJE,21
12239,JP,5
16792,OTP,2
40397,TBM,18
12622,NDLS,1
12017,RK,6
12711,KVZ,8
40319,TBM,18
11101,CCH,2
50104,PNVL,30
74837,PNU,39
12459,NDLS,1
12168,JBP,6
12010,BCT,9
12838,BBS,6
18450,CTC,23
16501,MMR,9
17480,CLX,16
22664,MS,27
59023,BCT,1
12679,CBE,12
51907,SRE,13
67249,BMT,15
13168,MTJ,2
16507,ST,17
11059,STA,7
12410,AGC,3
16187,PGT,19
18405,TLHR,6
69127,ND,4
12925,VAPI,5
12365,PNBE,1
64533,SNP,11
74022,DSA,23
7410,YA,6
12328,LKO,5
12266,LDH,2
19016,BVI,60
22189,JBP,1
12283,RTM,9
64552,JUC,12
66014,TPTY,1
12906,ANND,22
19062,BH,24
11077,NZM,39
22943,BRC,9
51753,MDGR,28
12175,SSM,11
54634,MET,8
37651,HWH,1
15645,STA,14
57689,NZB,1
54411,DKZ,19
12304,NDLS,1
12879,NGP,8
14310,MTC,7
22968,BH,16
11088,KYN,4
18610,SSM,19
19308,INDB,19
57272,BZA,71
12707,TPTY,1
19021,CPA,21
11087,ANND,12
12314,ASN,6
19419,VAPI,21
19420,WADI,12
22818,KJM,3
95908,DR,5
56763,TEN,1
19404,AWR,11
12648,MBNR,15
12683,KJM,12
15012,LJN,20
59038,DRD,24
76803,TPTN,7
12713,KMT,3
12844,ND,2
19263,JAM,5
16359,ALY,38
64957,MTJ,9
12759,CLX,8
12723,HYB,1
13134,RJPB,26
97382,DR,10
12933,VAPI,3
22137,NGP,1
22834,NLR,7
16508,TK,3
40147,MS,4
54784,KKP,48
12611,NZM,11
56241,YPR,22
12616,OGL,37
67264,BG,8
97387,DR,8
12332,BXR,18
19027,MSH,9
16501,YPR,25
11091,BSR,18
12925,KUN,31
13133,BARH,48
51421,PUNE,1
64082,NZM,4
19055,ST,3
40155,TBM,18
12332,SRE,9
12319,DHN,4
12345,HWH,1
15115,CPR,1
18302,RGDA,1
58414,BBS,14
97333,TNA,17
37655,HWH,1
40148,TBM,1
22833,OGL,12
97041,KYN,24
12206,NDLS,7
12436,NDLS,1
13168,LKO,10
19421,PNBE,29
20814,DURG,24
18620,DUMK,1
55663,SCL,35
97028,DR,17
64470,SNP,8
12274,PNBE,4
40393,TBM,18
54412,MTC,2
16508,ND,33
51913,SMQL,24
12292,AJJ,2
12129,HWH,30
11408,LJN,1
12284,BRC,4
12976,UJN,9
74914,JUC,1
12947,AF,11
14036,DKZ,19
19302,YNK,2
22868,MTJ,2
76820,TPJ,1
40312,TBM,1
15929,CTC,12
16229,MYA,2
12355,LKO,11
13332,BARH,6
40408,MSB,2
16093,PAR,35
11108,ALD,15
12352,RJPB,1
40416,TBM,1
64202,CNB,1
12253,BGP,29
12436,BSB,5
40040,MS,15
12683,TUP,7
54834,HSR,1
7604,KJM,1
13009,DDN,77
16360,BSB,5
40045,MSB,1
96107,KJT,9
12771,NGP,14
13287,RJPB,51
19022,MTJ,8
97022,DR,17
19202,KYN,19
22944,PUNE,17
13404,RNC,26
19015,ADI,43
97321,DR,8
11087,DRD,19
19055,ANND,6
82654,BHL,3
93012,DRD,1
12078,BZA,1
18202,BYT,23
22956,AJE,2
22971,BDTS,1
12615,MAS,1
12905,NGP,16
54307,AMRO,6
12663,HWH,1
97404,TNA,1
12393,CNB,4
12190,JBP,28
13050,KNN,9
64565,RK,25
96112,KYN,7
12146,NGP,20
12947,BRC,4
19019,VAPI,6
12823,BYT,3
17013,UDGR,8
12934,BCT,10
12722,AGC,6
12921,PLG,4
12927,BVI,2
40384,TBM,1
12976,KCG,30
18216,PNP,11
12438,SC,7
93109,VR,1
12179,LJN,1
64012,OKA,10
98037,PNVL,2
97405,DR,8
11077,NDLS,40
12905,JAM,3
56925,YPR,3
11095,ADI,1
76834,TPJ,15
15008,BCY,37
56105,SA,1
12242,LDH,4
93032,DRD,1
12335,PPI,28
40370,TBM,1
11054,AMH,1
12238,LDH,4
12893,BLGR,16
69126,GDA,1
22625,MAS,1
12540,STA,7
22429,KUN,3
67297,OGL,1
15056,RMR,1
98001,PNVL,2
12294,LTT,5
12283,NZM,11
97047,KYN,24
56504,NDL,28
12044,JGN,2
19714,SC,1
22663,MS,1
22883,NDL,21
59038,ST,1
13005,RK,46
17626,SC,19
12304,CNB,5
12223,CLT,5
12960,ND,14
12921,BL,7
40343,MSB,1
40394,TBM,1
54791,MTJ,1
57272,RGDA,1
17479,TPTY,72
12235,CPR,20
12216,DEE,18
53043,RGD,83
11265,JBP,1
18463,GY,37
78504,BBS,28
97055,DR,8
11204,MLGH,11
16508,BL,27
40329,MSB,1
93010,VR,2
97092,KYN,1
14318,MDNR,8
12237,BSB,1
15929,BZA,5
64470,BHD,14
98024,PNVL,1
11074,PUNE,15
93008,BVI,2
12841,MAS,15
12976,PAR,19
19045,NDB,5
22615,TPTY,1
12224,RN,5
22949,DEE,27
13156,KOAA,19
12236,BSB,5
11107,PLP,26
16204,MAS,11
12225,ETW,13
22827,SBP,7
12232,NGG,9
16093,ORAI,45
16558,MAD,6
58402,RCTC,10
22684,LKO,1
40366,TBM,1
3101,KOAA,1
64533,BHD,5
97444,DR,9
76812,KIK,19
56238,RMGM,8
13151,NGG,68
19035,BRC,1
18610,JBP,11
19413,PNU,6
69116,ADI,1
22944,UJN,3
74840,BME,1
12843,DURG,25
57625,MUGR,37
18205,SDL,9
55136,AMH,20
64210,AMS,11
97360,DR,10
55131,BCY,33
11088,BH,12
12313,ASN,3
12480,ADI,7
12663,TBM,17
74642,JUC,12
77673,MRGA,1
19718,RHG,13
55616,GHY,33
97385,DR,8
22967,STA,18
12434,NGP,6
74910,UHP,1
12906,ST,20
74003,PM,5
12163,KYN,2
14806,MSH,17
12236,NDLS,1
12704,HWH,27
59045,BSR,5
12627,YNK,3
99037,PNVL,2
16518,KGQ,4
12509,MAS,7
12888,BBS,4
13201,PPI,40
12669,STA,18
12733,CLX,10
12736,BMT,10
93002,ADH,2
11078,FDB,29
11087,ST,15
12497,KNN,8
19019,AKV,12
22903,BRC,4
97369,DR,8
1442,MMR,10
19404,RE,10
97035,KYN,17
16507,ANND,14
12336,STA,14
13138,KOAA,22
14258,AMRO,7
12975,SBC,3
16508,NVS,28
14035,SAG,11
19408,MSH,19
12435,CPR,20
63553,SSM,65
12955,AKV,4
12967,JP,32
12976,MYA,42
57517,TDU,15
40093,MSB,1
64082,NDLS,1
12167,LTT,1
12921,NVS,10
54309,GGN,8
16507,JU,1
12970,MAS,32
14805,ASK,3
15645,DURE,20
97072,KYN,1
6542,YPR,14
69174,BSR,9
74981,KKP,1
14257,AMRO,26
22630,CLT,12
12863,TPTY,28
20889,BZA,8
55664,AGTL,35
22804,HWH,11
54463,NGG,20
74846,HSR,1
12610,BNC,2
12902,BVI,12
13133,BXR,74
17016,SAP,6
12246,BBS,5
12872,TIG,1
79430,ND,4
20818,CNB,2
4991,PTK,1
12409,NGP,15
12379,DHN,6
40387,TBM,18
97355,TNA,17
12077,CLX,7
54424,DLI,23
19223,MBY,27
12301,ALD,6
12615,OGL,4
13049,DURE,46
40014,MSB,18
12887,CTC,6
12916,AWR,7
16507,TTR,42
69150,PLG,38
12335,PNC,15
12958,PNU,7
40080,TBM,1
14011,JRC,7
19217,ND,15
64212,AMS,11
12152,KYN,22
40157,TBM,18
16093,CLX,10
16791,PUU,1
82654,RTM,6
12215,JP,6
12305,PNBE,5
17406,OGL,50
12703,SC,26
16359,TUP,6
12319,AGC,12
12464,DEE,8
13137,RSR,19
19215,NVS,20
40407,MSB,1
97138,KYN,1
16527,SA,6
22867,AGC,14
97361,DR,8
12843,BRC,40
40084,MSB,2
19055,BH,4
12926,ADH,40
12164,MS,1
13202,STA,39
13288,RIG,42
40083,TBM,18
58001,PURI,91
19202,ANND,10
11088,DRD,7
12882,HWH,9
95102,KJT,1
40331,MS,4
97421,TNA,17
12959,ADI,8
22916,HSR,1
12038,NDLS,7
19708,JP,1
54056,DLI,1
54314,MB,1
22887,HWH,1
12465,JP,20
97066,TNA,8
12822,SORO,8
59439,ADI,72
15933,GHY,12
93020,DDR,2
6548,CBE,6
12459,ASR,15
16093,WRR,31
19218,NVS,24
69150,BL,24
12164,GY,8
12604,SC,2
54616,GSP,7
11060,AMH,8
54085,GGN,8
22968,ST,15
51436,PUNE,19
16359,WL,21
96114,KYN,7
11013,GY,18
12846,BAM,18
19215,PLG,7
12907,NZM,5
19062,ST,25
19116,ND,13
67298,OGL,25
12254,ASN,7
19016,SAU,17
69123,GDA,13
7149,BBS,16
12649,NGP,6
40086,TBM,1
6006,ERS,1
18413,PURI,12
12302,NDLS,1
22117,AMI,10
95138,KJT,1
19218,PLG,29
14511,MB,19
14854,ON,26
16094,LAR,4
82654,YG,14
22189,REWA,11
12830,NLR,18
19321,UJN,3
19402,JP,15
51901,NZM,26
3302,ASN,13
11078,GWL,35
19321,ORAI,8
40422,TBM,1
54076,AMRO,14
63226,ZNA,10
97143,DR,1
12306,NDLS,1
11126,GWL,1
55131,ROI,8
67264,WL,18
12640,VN,7
64017,PWL,1
22430,GSP,3
97096,TNA,8
64255,CNB,13
69137,BRC,1
12903,ST,3
12968,MAS,32
63598,ASN,1
97027,TNA,17
11447,SGRL,9
16507,BH,16
22121,ORAI,9
15205,ON,2
58535,CTC,1
17603,KCG,1
12194,ATP,17
12734,OGL,15
11077,PC,10
12802,NDLS,1
12840,BAM,25
17406,NZB,11
19215,BL,17
12452,CNB,3
13162,GRMP,2
66016,AJJ,1
19028,ADI,26
1442,AGC,3
55307,KPV,6
78503,BAM,28
64492,NZM,4
98176,PNVL,1
20814,PURI,43
69150,NVS,16
19061,VAPI,3
19218,BL,26
97012,KYN,1
12901,DDR,2
97424,DR,10
19055,JU,18
55314,KPV,4
11087,KYN,22
12409,MTY,19
22651,AJJ,2
74910,PTK,19
11088,ANND,14
12101,KYN,2
22412,NDLS,1
54803,MSH,49
11447,ASN,41
22928,BDTS,17
69172,BH,1
12670,ALD,6
13151,RDL,47
19045,BSB,26
63554,ASN,83
12907,BVI,2
97137,DR,1
12509,OGL,8
15648,SGG,17
51434,LUR,15
99020,PNVL,1
12333,ALY,31
54414,GGN,11
97380,DR,10
12192,BHS,12
12655,KVZ,37
40323,TBM,18
40096,TBM,1
40026,TBM,1
95115,KYN,1
12235,KNE,15
15670,DMV,1
12355,JRC,17
12382,DHN,18
19314,RJPB,1
22125,GWL,4
43821,AJJ,15
54411,DEC,15
56926,YPR,5
12936,NVS,2
19217,NVS,8
40420,MSB,2
74647,LDH,1
12225,CNB,12
12735,BMT,2
12833,VYA,11
97375,TNA,10
17014,BMT,2
40020,MS,15
12130,HWH,1
12231,MB,5
19116,BL,25
12194,NGP,6
18312,PTRU,24
69165,PNVL,1
93013,DRD,2
22968,ANND,18
19224,SJNP,12
19401,JP,13
12239,BCT,1
11087,BH,14
12332,JAT,1
14806,UJA,16
58433,BBS,7
12439,RNC,1
22866,CTC,4
95106,KJT,1
12086,DPU,7
12375,ASN,27
20818,NDLS,1
40002,MS,15
57562,MMR,1
63553,RFJ,54
15097,LDH,27
22868,BYT,14
95739,TNA,7
11702,SFW,5
12108,LTT,11
22860,MAS,1
14853,AF,17
15631,BME,1
66049,PUT,8
11021,PUNE,5
13403,BGP,26
64957,PWL,19
11088,ST,11
74912,JRC,2
11013,TNA,2
13050,ASN,92
12222,PUNE,8
19218,ND,16
97367,TNA,17
59811,MLGH,23
12961,BL,3
40396,TBM,1
64012,FDB,12
11072,MYR,10
17405,KMT,28
20903,AN,4
14309,UJN,1
15646,LTT,48
97312,TNA,1
98179,PNVL,2
14682,MDNR,19
22884,CHE,22
97004,DR,17
57602,NZB,1
12031,LDH,4
15933,DBRG,1
40144,TBM,1
54252,LKO,75
13331,PNBE,22
97029,DR,8
12618,FDB,2
13330,DHN,11
97145,TNA,10
12656,KVZ,5
59048,BL,13
97345,DR,8
11059,TNA,2
97056,KYN,1
12074,BBS,1
16507,KYN,23
22949,BVI,2
97074,TNA,8
12678,SA,9
19215,ND,39
15629,GHY,40
40038,MSB,18
51318,SVJR,2
74909,JAT,14
97101,TNA,17
15630,OGL,37
22915,MSH,11
54472,MUT,33
12189,AGC,22
12336,DURE,20
64492,NDLS,1
22859,EE,13
12302,CNB,2
12936,BL,4
19217,BL,6
13287,SKT,9
54613,GSP,11
12498,KNN,7
22149,ERS,1
56223,ASK,29
67263,CLX,17
12216,BVI,2
12435,KNE,15
12681,CBE,7
6547,PGT,9
56766,TCN,1
16570,HUP,12
59722,HNS,3
12306,CNB,2
19019,RK,91
11102,CCH,22
18406,MKU,10
19420,YG,13
12916,RE,5
14646,DLI,28
57651,SC,1
76804,TPJ,1
98014,PNVL,1
59024,BCT,21
12451,PNK,2
12734,SAP,10
40068,MS,15
40122,MSB,2
19116,NVS,23
20889,CTC,3
12616,MAS,40
56770,PLNI,30
12452,NDLS,1
97115,TNA,10
13155,SMI,19
14796,GHNA,3
16502,AN,20
12769,MBNR,15
16360,KMT,25
16557,RMGM,6
12824,BYT,10
22927,ADI,22
40378,TBM,1
19202,ST,13
19217,PLG,3
12961,NVS,4
93102,DRD,1
97445,DR,8
18425,BLGR,17
15654,SPJ,28
22608,ERS,14
22971,PNBE,14
12802,CNB,2
12979,JP,17
22451,RE,18
12024,JMU,6
12785,YNK,14
19577,CAN,12
40379,MS,4
12423,KNE,13
40322,MSB,2
12628,BNC,34
19577,ADI,25
12795,SC,4
12766,MBNR,14
12843,PURI,1
59048,NVS,6
59440,BRC,17
12304,ETW,4
15631,ALD,16
22916,BDTS,30
18463,SBC,47
401,MMR,2
19577,TCR,9
51901,NDLS,29
74847,RE,1
76852,TPJ,1
97370,DR,10
12145,LTT,1
15903,CDG,35
18213,BYT,3
14724,CPA,29
59023,VR,4
74982,FKA,1
95903,DR,3
12013,JUC,6
22691,SC,8
97135,DR,1
12230,NDLS,1
51421,LONI,4
19413,DHN,34
22412,CNB,2
12834,BH,59
12224,ERS,1
97397,TNA,17
22643,PNC,42
11078,AGC,32
12925,ST,8
64015,OKA,7
64453,SMK,16
40099,MSB,1
40355,TBM,18
64216,AMS,14
16507,VAPI,20
59441,BL,21
98070,PNVL,1
14632,ASR,1
19707,ADH,2
96109,KJT,9
97120,TNA,8
19033,BRC,19
56267,MYS,21
99034,PNVL,1
12734,MRGA,6
22944,CCH,16
63226,DURE,21
64075,FDB,5
18406,BBS,37
97091,TNA,17
12461,JU,18
69139,PLG,7
19419,ST,22
12034,CNB,4
15602,SCL,14
22903,BVI,2
16057,TPTY,8
40405,TBM,18
40032,MS,15
16188,TJ,22
12763,OGL,7
12439,CNB,7
22817,EE,13
40375,MSB,1
97107,DR,1
12145,TIG,15
14723,DLI,20
22927,BDTS,1
97412,DR,10
12639,SBC,12
15098,SRE,8
19061,BH,5
40131,MSB,1
12772,NGP,1
12088,NHLN,8
14512,MB,11
22625,VN,5
59441,PLG,9
22910,BBS,3
95122,KYN,7
40041,MS,4
16527,YPR,1
56106,NMKL,3
16024,RMGM,5
22879,BAM,5
64089,DSJ,6
22916,ADI,22
19019,DRD,5
95704,TNA,3
12270,BZA,6
69139,BL,22
74923,JRC,6
54794,SWM,23
12822,CTC,4
55309,KPV,9
98194,PNVL,1
14317,SVPI,13
1442,GWL,4
12284,RTM,3
40110,TBM,1
54833,AWR,22
7146,BZA,9
22812,NDLS,1
69166,BSR,1
74916,JUC,1
96101,KJT,9
54055,AMRO,6
11203,BHL,20
15930,EE,46
16023,RMGM,6
20813,NGP,24
40353,MSB,1
19713,JP,1
12241,JUC,4
12285,NZM,6
12358,DHN,13
56651,CBE,1
11021,ASK,24
12843,BAM,8
22630,PGT,10
59441,NVS,27
56385,ERS,1
16569,GWD,10
22432,ETW,15
14631,ASR,27
19020,FDB,22
12656,BZA,10
18405,BH,37
22431,CNB,3
12721,BHS,32
22953,ADI,27
64016,DSB,5
64464,NDLS,19
12392,BXR,15
14309,MTJ,19
95705,DR,3
95101,KJT,9
22872,CHE,11
12974,JP,1
54806,UJA,68
69172,AKV,2
97334,DR,10
22884,TUNI,17
12631,SDN,10
97119,KYN,24
12159,PPI,14
12303,BXR,18
12904,FDB,15
24227,LKO,13
13049,ZNA,52
95722,TNA,3
6006,AJJ,12
12906,PBR,30
12307,DHN,4
40081,MS,4
12933,ST,5
15629,CTC,12
15632,KNE,9
40051,MSB,1
19028,HSR,7
59037,VR,1
17479,NLR,66
22943,RTM,13
64014,DSB,5
14056,DPU,53
19217,JAM,30
57272,TUNI,34
11018,GY,18
12298,ADI,4
19116,AJE,2
19419,MAS,1
12318,PNBE,15
12655,BZA,32
12947,CNB,13
15115,DLI,21
12880,KYN,18
66039,PUT,8
97373,TNA,17
54805,ADI,1
15116,MB,6
11101,PUNE,1
12931,BCT,1
19322,CNB,9
11064,SA,1
12283,BRC,8
16184,TBM,16
22630,PNVL,24
40417,MS,4
12664,BZA,12
22867,GWL,13
69139,NVS,29
98071,PNVL,2
99003,PNVL,2
11022,KYN,38
13010,RMU,12
40411,MSB,1
24227,SLN,8
12722,FDB,2
12927,BRC,7
95105,KJT,9
1705,BDTS,1
18205,UMR,10
22401,JRC,5
98204,PNVL,1
11018,MS,12
18005,JGM,7
19707,UJA,17
22934,RMA,5
19419,PNVL,18
59038,VAPI,17
13168,ASN,21
