flight_number,airline,origin_cityname,destination_cityname
889,Air India,Guwahati,Imphal
715,Air India,Aizwal,Imphal
715,Air India,Aizwal,Imphal
713,Air India,Kolkata,Imphal
715,Air India,Kolkata,Imphal
713,Air India,Kolkata,Imphal
3713,Air India,Kolkata,Imphal
3713,Air India,Kolkata,Imphal
3713,Air India,Kolkata,Imphal
409,Air India,Delhi,Patna
409,Air India,Delhi,Patna
407,Air India,Delhi,Patna
415,Air India,Delhi,Patna
406,Air India,Varanasi,Agra
406,Air India,Varanasi,Agra
475,Air India,Delhi,Jodhpur
645,Air India,Mumbai,Jodhpur
485,Air India,Delhi,Port Blair
485,Air India,Visakhapatnam,Port Blair
487,Air India,Visakhapatnam,Port Blair
549,Air India,Chennai,Port Blair
551,Air India,Chennai,Port Blair
3549,Air India,Chennai,Port Blair
3787,Air India,Chennai,Port Blair
787,Air India,Kolkata,Port Blair
3707,Air India,Kolkata,Port Blair
589,Air India,Bengaluru,Ahmedabad
491,Air India,Delhi,Jaipur
611,Air India,Mumbai,Jaipur
515,Air India,Hyderabad,Bengaluru
515,Air India,Hyderabad,Bengaluru
584,Air India,Thiruvananthapuram,Bengaluru
803,Air India,Delhi,Bengaluru
506,Air India,Delhi,Bengaluru
506,Air India,Delhi,Bengaluru
502,Air India,Delhi,Bengaluru
504,Air India,Delhi,Bengaluru
504,Air India,Delhi,Bengaluru
739,Air India,Bhubaneswar,Bengaluru
603,Air India,Mumbai,Bengaluru
603,Air India,Mumbai,Bengaluru
639,Air India,Mumbai,Bengaluru
607,Air India,Mumbai,Bengaluru
609,Air India,Mumbai,Bengaluru
590,Air India,Ahmedabad,Bengaluru
590,Air India,Ahmedabad,Bengaluru
728,Air India,Guwahati,Bengaluru
563,Air India,Chennai,Bengaluru
563,Air India,Chennai,Bengaluru
508,Air India,Hubli,Bengaluru
771,Air India,Kolkata,Bengaluru
775,Air India,Kolkata,Bengaluru
544,Air India,Hyderabad,Vijayawada
459,Air India,Delhi,Vijayawada
459,Air India,Delhi,Vijayawada
467,Air India,Delhi,Vijayawada
467,Air India,Delhi,Vijayawada
417,Air India,Delhi,Ranchi
636,Air India,Delhi,Indore
635,Air India,Mumbai,Indore
819,Air India,Delhi,Vadodara
819,Air India,Delhi,Vadodara
819,Air India,Delhi,Vadodara
819,Air India,Delhi,Vadodara
819,Air India,Delhi,Vadodara
753,Air India,Kolkata,Silchar
753,Air India,Kolkata,Silchar
753,Air India,Kolkata,Silchar
3753,Air India,Kolkata,Silchar
469,Air India,Delhi,Raipur
477,Air India,Delhi,Raipur
477,Air India,Delhi,Raipur
477,Air India,Delhi,Raipur
477,Air India,Delhi,Raipur
477,Air India,Delhi,Raipur
651,Air India,Mumbai,Raipur
463,Air India,Delhi,Chandigarh
641,Air India,Mumbai,Chandigarh
457,Air India,Leh,Chandigarh
814,Air India,Pune,Chandigarh
851,Air India,Delhi,Pune
849,Air India,Delhi,Pune
853,Air India,Delhi,Pune
813,Air India,Chandigarh,Pune
813,Air India,Chandigarh,Pune
813,Air India,Chandigarh,Pune
471,Air India,Delhi,Udaipur
643,Air India,Mumbai,Udaipur
542,Air India,Hyderabad,Tirupati
585,Air India,Bengaluru,Belgaum
889,Air India,Delhi,Guwahati
891,Air India,Delhi,Guwahati
891,Air India,Delhi,Guwahati
889,Air India,Imphal,Guwahati
890,Air India,Imphal,Guwahati
727,Air India,Bengaluru,Guwahati
3427,Air India,Dibrugarh,Guwahati
729,Air India,Kolkata,Guwahati
729,Air India,Kolkata,Guwahati
731,Air India,Kolkata,Guwahati
546,Air India,Hyderabad,Chennai
546,Air India,Hyderabad,Chennai
439,Air India,Delhi,Chennai
429,Air India,Delhi,Chennai
540,Air India,Delhi,Chennai
672,Air India,Madurai,Chennai
672,Air India,Madurai,Chennai
510,Air India,Kochi,Chennai
510,Air India,Kochi,Chennai
570,Air India,Mumbai,Chennai
671,Air India,Mumbai,Chennai
550,Air India,Port Blair,Chennai
552,Air India,Port Blair,Chennai
3550,Air India,Port Blair,Chennai
3788,Air India,Port Blair,Chennai
564,Air India,Bengaluru,Chennai
564,Air India,Bengaluru,Chennai
564,Air India,Bengaluru,Chennai
564,Air India,Bengaluru,Chennai
539,Air India,Coimbatore,Chennai
765,Air India,Kolkata,Chennai
508,Air India,Mumbai,Hubli
507,Air India,Bengaluru,Hubli
507,Air India,Bengaluru,Hubli
507,Air India,Bengaluru,Hubli
507,Air India,Bengaluru,Hubli
715,Air India,Imphal,Aizwal
715,Air India,Kolkata,Aizwal
3715,Air India,Kolkata,Aizwal
711,Air India,Kolkata,Aizwal
711,Air India,Kolkata,Aizwal
493,Air India,Delhi,Surat
489,Air India,Delhi,Surat
657,Air India,Mumbai,Coimbatore
429,Air India,Chennai,Coimbatore
3425,Air India,Delhi,Jammu
821,Air India,Delhi,Jammu
449,Air India,Leh,Jammu
3426,Air India,Srinagar,Jammu
822,Air India,Srinagar,Jammu
406,Air India,Agra,Khajuraho
406,Air India,Agra,Khajuraho
435,Air India,Delhi,Bhopal
437,Air India,Delhi,Bhopal
437,Air India,Delhi,Bhopal
633,Air India,Mumbai,Bhopal
631,Air India,Mumbai,Bhopal
3427,Air India,Delhi,Dibrugarh
705,Air India,Kolkata,Dibrugarh
743,Air India,Kolkata,Agartala
3743,Air India,Kolkata,Agartala
3743,Air India,Kolkata,Agartala
745,Air India,Kolkata,Agartala
745,Air India,Kolkata,Agartala
745,Air India,Kolkata,Agartala
745,Air India,Kolkata,Agartala
745,Air India,Kolkata,Agartala
663,Air India,Mumbai,Goa
661,Air India,Mumbai,Goa
683,Air India,Mumbai,Goa
513,Air India,Pune,Goa
525,Air India,Hyderabad,Kolkata
401,Air India,Delhi,Kolkata
764,Air India,Delhi,Kolkata
764,Air India,Delhi,Kolkata
421,Air India,Varanasi,Kolkata
421,Air India,Varanasi,Kolkata
780,Air India,Bhubaneswar,Kolkata
722,Air India,Bagdogra,Kolkata
722,Air India,Bagdogra,Kolkata
710,Air India,Dimapur,Kolkata
710,Air India,Dimapur,Kolkata
675,Air India,Mumbai,Kolkata
774,Air India,Mumbai,Kolkata
774,Air India,Mumbai,Kolkata
714,Air India,Imphal,Kolkata
715,Air India,Imphal,Kolkata
714,Air India,Imphal,Kolkata
3714,Air India,Imphal,Kolkata
3714,Air India,Imphal,Kolkata
788,Air India,Port Blair,Kolkata
3708,Air India,Port Blair,Kolkata
776,Air India,Bengaluru,Kolkata
772,Air India,Bengaluru,Kolkata
776,Air India,Bengaluru,Kolkata
772,Air India,Bengaluru,Kolkata
772,Air India,Bengaluru,Kolkata
754,Air India,Silchar,Kolkata
754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
3754,Air India,Silchar,Kolkata
730,Air India,Guwahati,Kolkata
730,Air India,Guwahati,Kolkata
775,Air India,Guwahati,Kolkata
766,Air India,Chennai,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
715,Air India,Aizwal,Kolkata
712,Air India,Aizwal,Kolkata
712,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
3716,Air India,Aizwal,Kolkata
715,Air India,Aizwal,Kolkata
712,Air India,Aizwal,Kolkata
712,Air India,Aizwal,Kolkata
706,Air India,Dibrugarh,Kolkata
744,Air India,Agartala,Kolkata
3744,Air India,Agartala,Kolkata
3744,Air India,Agartala,Kolkata
746,Air India,Agartala,Kolkata
744,Air India,Agartala,Kolkata
3744,Air India,Agartala,Kolkata
3744,Air India,Agartala,Kolkata
746,Air India,Agartala,Kolkata
827,Air India,Delhi,Srinagar
825,Air India,Delhi,Srinagar
448,Air India,Leh,Srinagar
3425,Air India,Jammu,Srinagar
821,Air India,Jammu,Srinagar
679,Air India,Mumbai,Mangalore
1568,AirAsia India,Bhubaneswar,Hyderabad
1526,AirAsia India,Kochi,Hyderabad
1526,AirAsia India,Kochi,Hyderabad
1543,AirAsia India,Jaipur,Hyderabad
1528,AirAsia India,Bengaluru,Hyderabad
1582,AirAsia India,Bengaluru,Hyderabad
1528,AirAsia India,Bengaluru,Hyderabad
1528,AirAsia India,Bengaluru,Hyderabad
1576,AirAsia India,Bengaluru,Hyderabad
515,AirAsia India,Bengaluru,Hyderabad
1516,AirAsia India,Bengaluru,Hyderabad
1516,AirAsia India,Bengaluru,Hyderabad
1582,AirAsia India,Bengaluru,Hyderabad
1582,AirAsia India,Bengaluru,Hyderabad
1582,AirAsia India,Bengaluru,Hyderabad
1576,AirAsia India,Bengaluru,Hyderabad
1528,AirAsia India,Bengaluru,Hyderabad
1528,AirAsia India,Bengaluru,Hyderabad
515,AirAsia India,Bengaluru,Hyderabad
513,AirAsia India,Indore,Hyderabad
511,AirAsia India,Indore,Hyderabad
511,AirAsia India,Indore,Hyderabad
1518,AirAsia India,Goa,Hyderabad
1518,AirAsia India,Goa,Hyderabad
510,AirAsia India,Kolkata,Hyderabad
768,AirAsia India,Bagdogra,Delhi
768,AirAsia India,Bagdogra,Delhi
757,AirAsia India,Bagdogra,Delhi
780,AirAsia India,Imphal,Delhi
2878,AirAsia India,Bengaluru,Delhi
722,AirAsia India,Bengaluru,Delhi
722,AirAsia India,Bengaluru,Delhi
2878,AirAsia India,Bengaluru,Delhi
741,AirAsia India,Bengaluru,Delhi
741,AirAsia India,Bengaluru,Delhi
549,AirAsia India,Ranchi,Delhi
736,AirAsia India,Pune,Delhi
732,AirAsia India,Pune,Delhi
789,AirAsia India,Guwahati,Delhi
784,AirAsia India,Guwahati,Delhi
786,AirAsia India,Guwahati,Delhi
778,AirAsia India,Goa,Delhi
776,AirAsia India,Goa,Delhi
799,AirAsia India,Goa,Delhi
774,AirAsia India,Goa,Delhi
551,AirAsia India,Kolkata,Delhi
547,AirAsia India,Kolkata,Delhi
716,AirAsia India,Srinagar,Delhi
1564,AirAsia India,Hyderabad,Bhubaneswar
1567,AirAsia India,Bengaluru,Bhubaneswar
536,AirAsia India,Bengaluru,Bhubaneswar
536,AirAsia India,Bengaluru,Bhubaneswar
1562,AirAsia India,Bengaluru,Bhubaneswar
1562,AirAsia India,Bengaluru,Bhubaneswar
1567,AirAsia India,Bengaluru,Bhubaneswar
536,AirAsia India,Bengaluru,Bhubaneswar
536,AirAsia India,Bengaluru,Bhubaneswar
2383,AirAsia India,Chennai,Bhubaneswar
535,AirAsia India,Kolkata,Bhubaneswar
535,AirAsia India,Kolkata,Bhubaneswar
1563,AirAsia India,Kolkata,Bhubaneswar
2678,AirAsia India,Bengaluru,Nagpur
2678,AirAsia India,Bengaluru,Nagpur
2678,AirAsia India,Bengaluru,Nagpur
2676,AirAsia India,Kolkata,Nagpur
767,AirAsia India,Delhi,Bagdogra
2392,AirAsia India,Bengaluru,Bagdogra
2392,AirAsia India,Bengaluru,Bagdogra
582,AirAsia India,Kolkata,Bagdogra
589,AirAsia India,Kolkata,Bagdogra
1529,AirAsia India,Hyderabad,Kochi
1529,AirAsia India,Hyderabad,Kochi
1529,AirAsia India,Hyderabad,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1124,AirAsia India,Bengaluru,Kochi
1127,AirAsia India,Bengaluru,Kochi
1129,AirAsia India,Bengaluru,Kochi
1129,AirAsia India,Bengaluru,Kochi
1129,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1451,AirAsia India,Bengaluru,Kochi
1124,AirAsia India,Bengaluru,Kochi
1452,AirAsia India,Bengaluru,Visakhapatnam
1452,AirAsia India,Bengaluru,Visakhapatnam
1458,AirAsia India,Bengaluru,Visakhapatnam
1458,AirAsia India,Bengaluru,Visakhapatnam
1452,AirAsia India,Bengaluru,Visakhapatnam
1452,AirAsia India,Bengaluru,Visakhapatnam
519,AirAsia India,Kolkata,Visakhapatnam
519,AirAsia India,Kolkata,Visakhapatnam
1628,AirAsia India,Bengaluru,Amritsar
1628,AirAsia India,Bengaluru,Amritsar
788,AirAsia India,Delhi,Imphal
783,AirAsia India,Guwahati,Imphal
524,AirAsia India,Kolkata,Imphal
1576,AirAsia India,Hyderabad,Jaipur
1720,AirAsia India,Bengaluru,Jaipur
1720,AirAsia India,Bengaluru,Jaipur
1728,AirAsia India,Bengaluru,Jaipur
1728,AirAsia India,Bengaluru,Jaipur
1724,AirAsia India,Bengaluru,Jaipur
1720,AirAsia India,Bengaluru,Jaipur
1720,AirAsia India,Bengaluru,Jaipur
1426,AirAsia India,Pune,Jaipur
1426,AirAsia India,Pune,Jaipur
1426,AirAsia India,Pune,Jaipur
1583,AirAsia India,Hyderabad,Bengaluru
514,AirAsia India,Hyderabad,Bengaluru
1527,AirAsia India,Hyderabad,Bengaluru
514,AirAsia India,Hyderabad,Bengaluru
1527,AirAsia India,Hyderabad,Bengaluru
1543,AirAsia India,Hyderabad,Bengaluru
1519,AirAsia India,Hyderabad,Bengaluru
1519,AirAsia India,Hyderabad,Bengaluru
2879,AirAsia India,Delhi,Bengaluru
721,AirAsia India,Delhi,Bengaluru
535,AirAsia India,Bhubaneswar,Bengaluru
1565,AirAsia India,Bhubaneswar,Bengaluru
1563,AirAsia India,Bhubaneswar,Bengaluru
2676,AirAsia India,Nagpur,Bengaluru
2679,AirAsia India,Nagpur,Bengaluru
2393,AirAsia India,Bagdogra,Bengaluru
2393,AirAsia India,Bagdogra,Bengaluru
1452,AirAsia India,Kochi,Bengaluru
1452,AirAsia India,Kochi,Bengaluru
1125,AirAsia India,Kochi,Bengaluru
1128,AirAsia India,Kochi,Bengaluru
1130,AirAsia India,Kochi,Bengaluru
1130,AirAsia India,Kochi,Bengaluru
1453,AirAsia India,Visakhapatnam,Bengaluru
1453,AirAsia India,Visakhapatnam,Bengaluru
1459,AirAsia India,Visakhapatnam,Bengaluru
1629,AirAsia India,Amritsar,Bengaluru
1725,AirAsia India,Jaipur,Bengaluru
1721,AirAsia India,Jaipur,Bengaluru
1729,AirAsia India,Jaipur,Bengaluru
1622,AirAsia India,Ranchi,Bengaluru
1622,AirAsia India,Ranchi,Bengaluru
2887,AirAsia India,Indore,Bengaluru
2887,AirAsia India,Indore,Bengaluru
2469,AirAsia India,Indore,Bengaluru
1825,AirAsia India,Chandigarh,Bengaluru
1425,AirAsia India,Pune,Bengaluru
1473,AirAsia India,Pune,Bengaluru
1427,AirAsia India,Pune,Bengaluru
1427,AirAsia India,Pune,Bengaluru
1427,AirAsia India,Pune,Bengaluru
1983,AirAsia India,Guwahati,Bengaluru
1983,AirAsia India,Guwahati,Bengaluru
1983,AirAsia India,Guwahati,Bengaluru
2386,AirAsia India,Chennai,Bengaluru
2380,AirAsia India,Chennai,Bengaluru
1478,AirAsia India,Surat,Bengaluru
1475,AirAsia India,Surat,Bengaluru
1325,AirAsia India,Goa,Bengaluru
1325,AirAsia India,Goa,Bengaluru
1321,AirAsia India,Goa,Bengaluru
1321,AirAsia India,Goa,Bengaluru
1335,AirAsia India,Goa,Bengaluru
1335,AirAsia India,Goa,Bengaluru
1329,AirAsia India,Goa,Bengaluru
1329,AirAsia India,Goa,Bengaluru
591,AirAsia India,Kolkata,Bengaluru
1829,AirAsia India,Kolkata,Bengaluru
545,AirAsia India,Delhi,Ranchi
1621,AirAsia India,Bengaluru,Ranchi
1621,AirAsia India,Bengaluru,Ranchi
1621,AirAsia India,Bengaluru,Ranchi
1621,AirAsia India,Bengaluru,Ranchi
549,AirAsia India,Kolkata,Ranchi
510,AirAsia India,Hyderabad,Indore
516,AirAsia India,Hyderabad,Indore
516,AirAsia India,Hyderabad,Indore
2886,AirAsia India,Bengaluru,Indore
2886,AirAsia India,Bengaluru,Indore
2467,AirAsia India,Bengaluru,Indore
2467,AirAsia India,Bengaluru,Indore
2464,AirAsia India,Goa,Indore
2464,AirAsia India,Goa,Indore
1826,AirAsia India,Bengaluru,Chandigarh
1826,AirAsia India,Bengaluru,Chandigarh
1826,AirAsia India,Bengaluru,Chandigarh
731,AirAsia India,Delhi,Pune
735,AirAsia India,Delhi,Pune
1427,AirAsia India,Jaipur,Pune
1427,AirAsia India,Jaipur,Pune
1427,AirAsia India,Jaipur,Pune
1424,AirAsia India,Bengaluru,Pune
1472,AirAsia India,Bengaluru,Pune
1426,AirAsia India,Bengaluru,Pune
1426,AirAsia India,Bengaluru,Pune
1426,AirAsia India,Bengaluru,Pune
1424,AirAsia India,Bengaluru,Pune
1424,AirAsia India,Bengaluru,Pune
1472,AirAsia India,Bengaluru,Pune
1426,AirAsia India,Bengaluru,Pune
1426,AirAsia India,Bengaluru,Pune
598,AirAsia India,Kolkata,Pune
787,AirAsia India,Delhi,Guwahati
787,AirAsia India,Delhi,Guwahati
783,AirAsia India,Delhi,Guwahati
783,AirAsia India,Delhi,Guwahati
783,AirAsia India,Delhi,Guwahati
785,AirAsia India,Delhi,Guwahati
784,AirAsia India,Imphal,Guwahati
1982,AirAsia India,Bengaluru,Guwahati
1982,AirAsia India,Bengaluru,Guwahati
1982,AirAsia India,Bengaluru,Guwahati
1982,AirAsia India,Bengaluru,Guwahati
1982,AirAsia India,Bengaluru,Guwahati
1982,AirAsia India,Bengaluru,Guwahati
538,AirAsia India,Kolkata,Guwahati
2990,AirAsia India,Kolkata,Guwahati
2991,AirAsia India,Kolkata,Guwahati
2380,AirAsia India,Bhubaneswar,Chennai
2389,AirAsia India,Bengaluru,Chennai
2383,AirAsia India,Bengaluru,Chennai
2389,AirAsia India,Bengaluru,Chennai
2474,AirAsia India,Bengaluru,Chennai
522,AirAsia India,Kolkata,Chennai
1476,AirAsia India,Bengaluru,Surat
1476,AirAsia India,Bengaluru,Surat
1517,AirAsia India,Hyderabad,Goa
1517,AirAsia India,Hyderabad,Goa
779,AirAsia India,Delhi,Goa
779,AirAsia India,Delhi,Goa
779,AirAsia India,Delhi,Goa
775,AirAsia India,Delhi,Goa
775,AirAsia India,Delhi,Goa
798,AirAsia India,Delhi,Goa
773,AirAsia India,Delhi,Goa
1324,AirAsia India,Bengaluru,Goa
1324,AirAsia India,Bengaluru,Goa
1324,AirAsia India,Bengaluru,Goa
1322,AirAsia India,Bengaluru,Goa
1322,AirAsia India,Bengaluru,Goa
1334,AirAsia India,Bengaluru,Goa
1334,AirAsia India,Bengaluru,Goa
1328,AirAsia India,Bengaluru,Goa
1328,AirAsia India,Bengaluru,Goa
1324,AirAsia India,Bengaluru,Goa
2465,AirAsia India,Indore,Goa
511,AirAsia India,Hyderabad,Kolkata
511,AirAsia India,Hyderabad,Kolkata
548,AirAsia India,Delhi,Kolkata
548,AirAsia India,Delhi,Kolkata
550,AirAsia India,Delhi,Kolkata
536,AirAsia India,Bhubaneswar,Kolkata
1562,AirAsia India,Bhubaneswar,Kolkata
2678,AirAsia India,Nagpur,Kolkata
583,AirAsia India,Bagdogra,Kolkata
588,AirAsia India,Bagdogra,Kolkata
583,AirAsia India,Bagdogra,Kolkata
588,AirAsia India,Bagdogra,Kolkata
518,AirAsia India,Visakhapatnam,Kolkata
525,AirAsia India,Imphal,Kolkata
2990,AirAsia India,Bengaluru,Kolkata
2990,AirAsia India,Bengaluru,Kolkata
592,AirAsia India,Bengaluru,Kolkata
2472,AirAsia India,Bengaluru,Kolkata
545,AirAsia India,Ranchi,Kolkata
599,AirAsia India,Pune,Kolkata
539,AirAsia India,Guwahati,Kolkata
2991,AirAsia India,Guwahati,Kolkata
715,AirAsia India,Delhi,Srinagar
643,Jet Airways,Delhi,Hyderabad
643,Jet Airways,Delhi,Hyderabad
348,Jet Airways,Mumbai,Hyderabad
457,Jet Airways,Mumbai,Hyderabad
391,Jet Airways,Mumbai,Hyderabad
455,Jet Airways,Mumbai,Hyderabad
919,Jet Airways,Bengaluru,Hyderabad
801,Jet Airways,Bengaluru,Hyderabad
801,Jet Airways,Bengaluru,Hyderabad
801,Jet Airways,Bengaluru,Hyderabad
801,Jet Airways,Bengaluru,Hyderabad
805,Jet Airways,Bengaluru,Hyderabad
173,Jet Airways,Pune,Hyderabad
173,Jet Airways,Pune,Hyderabad
961,Jet Airways,Coimbatore,Hyderabad
388,Jet Airways,Mumbai,Thiruvananthapuram
151,Jet Airways,Bengaluru,Thiruvananthapuram
151,Jet Airways,Bengaluru,Thiruvananthapuram
151,Jet Airways,Bengaluru,Thiruvananthapuram
151,Jet Airways,Bengaluru,Thiruvananthapuram
644,Jet Airways,Hyderabad,Delhi
734,Jet Airways,Varanasi,Delhi
370,Jet Airways,Varanasi,Delhi
715,Jet Airways,Varanasi,Delhi
653,Jet Airways,Nagpur,Delhi
653,Jet Airways,Nagpur,Delhi
653,Jet Airways,Nagpur,Delhi
653,Jet Airways,Nagpur,Delhi
658,Jet Airways,Nagpur,Delhi
3534,Jet Airways,Nagpur,Delhi
712,Jet Airways,Bagdogra,Delhi
136,Jet Airways,Bagdogra,Delhi
916,Jet Airways,Lucknow,Delhi
916,Jet Airways,Lucknow,Delhi
647,Jet Airways,Lucknow,Delhi
750,Jet Airways,Lucknow,Delhi
886,Jet Airways,Lucknow,Delhi
886,Jet Airways,Lucknow,Delhi
911,Jet Airways,Kochi,Delhi
339,Jet Airways,Mumbai,Delhi
357,Jet Airways,Mumbai,Delhi
762,Jet Airways,Mumbai,Delhi
301,Jet Airways,Mumbai,Delhi
346,Jet Airways,Mumbai,Delhi
346,Jet Airways,Mumbai,Delhi
333,Jet Airways,Mumbai,Delhi
355,Jet Airways,Mumbai,Delhi
355,Jet Airways,Mumbai,Delhi
839,Jet Airways,Mumbai,Delhi
331,Jet Airways,Mumbai,Delhi
307,Jet Airways,Mumbai,Delhi
351,Jet Airways,Mumbai,Delhi
305,Jet Airways,Mumbai,Delhi
353,Jet Airways,Mumbai,Delhi
311,Jet Airways,Mumbai,Delhi
309,Jet Airways,Mumbai,Delhi
309,Jet Airways,Mumbai,Delhi
361,Jet Airways,Mumbai,Delhi
361,Jet Airways,Mumbai,Delhi
310,Jet Airways,Mumbai,Delhi
170,Jet Airways,Visakhapatnam,Delhi
795,Jet Airways,Amritsar,Delhi
795,Jet Airways,Amritsar,Delhi
795,Jet Airways,Amritsar,Delhi
795,Jet Airways,Amritsar,Delhi
809,Jet Airways,Amritsar,Delhi
906,Jet Airways,Amritsar,Delhi
810,Jet Airways,Amritsar,Delhi
960,Jet Airways,Amritsar,Delhi
809,Jet Airways,Amritsar,Delhi
640,Jet Airways,Leh,Delhi
909,Jet Airways,Imphal,Delhi
728,Jet Airways,Patna,Delhi
731,Jet Airways,Patna,Delhi
720,Jet Airways,Patna,Delhi
732,Jet Airways,Jodhpur,Delhi
689,Jet Airways,Jodhpur,Delhi
689,Jet Airways,Jodhpur,Delhi
634,Jet Airways,Dehradun,Delhi
188,Jet Airways,Dehradun,Delhi
639,Jet Airways,Dehradun,Delhi
826,Jet Airways,Dehradun,Delhi
687,Jet Airways,Ahmedabad,Delhi
655,Jet Airways,Ahmedabad,Delhi
752,Jet Airways,Jaipur,Delhi
754,Jet Airways,Jaipur,Delhi
878,Jet Airways,Jaipur,Delhi
788,Jet Airways,Jaipur,Delhi
756,Jet Airways,Jaipur,Delhi
814,Jet Airways,Bengaluru,Delhi
836,Jet Airways,Bengaluru,Delhi
836,Jet Airways,Bengaluru,Delhi
836,Jet Airways,Bengaluru,Delhi
824,Jet Airways,Bengaluru,Delhi
820,Jet Airways,Bengaluru,Delhi
808,Jet Airways,Bengaluru,Delhi
808,Jet Airways,Bengaluru,Delhi
833,Jet Airways,Bengaluru,Delhi
812,Jet Airways,Bengaluru,Delhi
766,Jet Airways,Indore,Delhi
794,Jet Airways,Indore,Delhi
986,Jet Airways,Vadodara,Delhi
858,Jet Airways,Vadodara,Delhi
992,Jet Airways,Silchar,Delhi
3532,Jet Airways,Allahabad,Delhi
735,Jet Airways,Raipur,Delhi
677,Jet Airways,Raipur,Delhi
648,Jet Airways,Chandigarh,Delhi
652,Jet Airways,Chandigarh,Delhi
652,Jet Airways,Chandigarh,Delhi
646,Jet Airways,Chandigarh,Delhi
656,Jet Airways,Chandigarh,Delhi
364,Jet Airways,Pune,Delhi
364,Jet Airways,Pune,Delhi
364,Jet Airways,Pune,Delhi
364,Jet Airways,Pune,Delhi
371,Jet Airways,Pune,Delhi
786,Jet Airways,Pune,Delhi
786,Jet Airways,Pune,Delhi
604,Jet Airways,Pune,Delhi
182,Jet Airways,Udaipur,Delhi
838,Jet Airways,Udaipur,Delhi
168,Jet Airways,Udaipur,Delhi
670,Jet Airways,Guwahati,Delhi
670,Jet Airways,Guwahati,Delhi
172,Jet Airways,Guwahati,Delhi
606,Jet Airways,Guwahati,Delhi
606,Jet Airways,Guwahati,Delhi
722,Jet Airways,Guwahati,Delhi
822,Jet Airways,Chennai,Delhi
736,Jet Airways,Chennai,Delhi
736,Jet Airways,Chennai,Delhi
740,Jet Airways,Chennai,Delhi
799,Jet Airways,Chennai,Delhi
840,Jet Airways,Chennai,Delhi
831,Jet Airways,Chennai,Delhi
847,Jet Airways,Chennai,Delhi
847,Jet Airways,Chennai,Delhi
847,Jet Airways,Chennai,Delhi
852,Jet Airways,Aizwal,Delhi
957,Jet Airways,Jorhat,Delhi
994,Jet Airways,Coimbatore,Delhi
994,Jet Airways,Coimbatore,Delhi
894,Jet Airways,Bhopal,Delhi
928,Jet Airways,Bhopal,Delhi
902,Jet Airways,Kolkata,Delhi
964,Jet Airways,Kolkata,Delhi
946,Jet Airways,Kolkata,Delhi
904,Jet Airways,Kolkata,Delhi
904,Jet Airways,Kolkata,Delhi
904,Jet Airways,Kolkata,Delhi
638,Jet Airways,Srinagar,Delhi
9818,Jet Airways,Srinagar,Delhi
763,Jet Airways,Mangalore,Delhi
763,Jet Airways,Mangalore,Delhi
733,Jet Airways,Delhi,Varanasi
733,Jet Airways,Delhi,Varanasi
375,Jet Airways,Delhi,Varanasi
820,Jet Airways,Delhi,Varanasi
3529,Jet Airways,Mumbai,Varanasi
3529,Jet Airways,Mumbai,Varanasi
370,Jet Airways,Khajuraho,Varanasi
654,Jet Airways,Delhi,Nagpur
654,Jet Airways,Delhi,Nagpur
654,Jet Airways,Delhi,Nagpur
654,Jet Airways,Delhi,Nagpur
657,Jet Airways,Delhi,Nagpur
3533,Jet Airways,Delhi,Nagpur
3533,Jet Airways,Delhi,Nagpur
